ID,Овог нэр,Мэргэжил,Төрсөн өдөр,Танилцуулга,BirthYear
426,Philippe Falardeau,Найруулагч,1988-08-13 00:00:00,,1988
427,Mohamed Fellag,Жүжигчин,1989-04-15 00:00:00,,1989
428,Sophie Nelisse,Жүжигчин,1965-01-29 00:00:00,,1965
429,Christian Carion,Найруулагч,1957-04-28 00:00:00,,1957
430,Mads Mikkelsen,Жүжигчин,1940-05-07 00:00:00,,1940
431,Benno Fürmann,Жүжигчин,2001-10-30 00:00:00,,2001
432,Guillaume Canet,Жүжигчин,2002-07-20 00:00:00,,2002
433,Rie Rasmussen,Жүжигчин,1955-11-27 00:00:00,,1955
434,Jamel Debbouze,Жүжигчин,1942-02-08 00:00:00,,1942
435,Gilbert Melki,Жүжигчин,1948-02-07 00:00:00,,1948
436,Celine Sciamma,Найруулагч,1944-06-18 00:00:00,,1944
437,Zoe Heran,Жүжигчин,1994-11-08 00:00:00,,1994
438,Malonn Levana,Жүжигчин,1998-11-13 00:00:00,,1998
439,Jeanne Disson,Жүжигчин,1950-02-12 00:00:00,,1950
440,Yann Samuell,Найруулагч,1989-04-14 00:00:00,,1989
441,Guillaume Canet,Найруулагч,1951-10-31 00:00:00,,1951
442,Remi Bezancon,Найруулагч,1964-03-27 00:00:00,,1964
443,Jacques Gamblin,Жүжигчин,1979-07-24 00:00:00,,1979
444,Zabou Breitman,Жүжигчин,1987-07-08 00:00:00,,1987
445,Pio Marmai,Жүжигчин,1997-09-21 00:00:00,,1997
446,Alain Corneau,Найруулагч,1942-12-15 00:00:00,,1942
447,Ludivine Sagnier,Жүжигчин,1952-12-18 00:00:00,,1952
448,David Foenkinos,Найруулагч,1958-07-07 00:00:00,,1958
449,Audrey Tautou,Жүжигчин,1960-06-24 00:00:00,,1960
450,Francois Damiens,Жүжигчин,2005-11-14 00:00:00,,2005
451,Jacques Audiard,Найруулагч,1991-04-23 00:00:00,,1991
452,Vincent Cassel,Жүжигчин,1961-02-23 00:00:00,,1961
453,Emmanuelle Devos,Жүжигчин,2004-02-21 00:00:00,,2004
454,Lisa Azuelos,Найруулагч,1972-12-14 00:00:00,,1972
455,Christa Theret,Жүжигчин,1973-01-18 00:00:00,,1973
456,Christian Vincent,Найруулагч,1968-08-16 00:00:00,,1968
457,Catherine Frot,Жүжигчин,1949-06-30 00:00:00,,1949
458,Arthur Dupont,Жүжигчин,2001-09-01 00:00:00,,2001
459,Jean-Pierre Dardenne,Найруулагч,1940-12-01 00:00:00,,1940
460,Thomas Doret,Жүжигчин,1951-07-03 00:00:00,,1951
461,Cécile de France,Жүжигчин,1955-02-27 00:00:00,,1955
462,Olivier Assayas,Найруулагч,1958-06-08 00:00:00,,1958
463,Juliette Binoche,Жүжигчин,1948-09-12 00:00:00,,1948
464,Leonor Watling,Жүжигчин,1941-03-08 00:00:00,,1941
465,Ludivine Sagnie,Жүжигчин,1984-09-22 00:00:00,,1984
466,Abdellatif Kechiche,Найруулагч,2003-12-23 00:00:00,,2003
467,Lea Seydoux,Жүжигчин,1948-01-16 00:00:00,,1948
468,Adele Exarchopoulos,Жүжигчин,1959-07-28 00:00:00,,1959
469,Frederic Schoendoerffer,Найруулагч,1973-06-02 00:00:00,,1973
470,Karine Vanasse,Жүжигчин,2001-03-20 00:00:00,,2001
471,Eric Cantona,Жүжигчин,1985-10-27 00:00:00,,1985
472,Daniel Cohen,Найруулагч,1990-07-27 00:00:00,,1990
473,Michael Youn,Жүжигчин,1978-05-09 00:00:00,,1978
474,Patrice Leconte,Найруулагч,1967-07-11 00:00:00,,1967
475,Bernard Alane,Жүжигчин,1953-03-08 00:00:00,,1953
476,Isabelle Spade,Жүжигчин,1997-01-17 00:00:00,,1997
477,Kacey Mottet Klein,Жүжигчин,1993-01-27 00:00:00,,1993
478,Anurag Basu,Найруулагч,1941-08-28 00:00:00,,1941
479,Ranbir Kapoor,Жүжигчин,1987-03-21 00:00:00,,1987
480,Priyanka Chopra,Жүжигчин,1945-07-27 00:00:00,,1945
481,Haradhan Bannerjee,Жүжигчин,1988-10-09 00:00:00,,1988
482,Jing Wong,Найруулагч,1994-07-07 00:00:00,,1994
483,Yun-Fat Chow,Жүжигчин,1948-08-25 00:00:00,,1948
484,Xiaoming Huang,Жүжигчин,1968-08-19 00:00:00,,1968
485,Lok Man Leung,Найруулагч,1948-03-02 00:00:00,,1948
486,Kim-ching Luk,Найруулагч,1977-06-10 00:00:00,,1977
487,Aaron Kwok,Жүжигчин,2001-03-21 00:00:00,,2001
488,Tony Leung Ka Fai,Жүжигчин,1945-05-03 00:00:00,,1945
489,Charlie Yeung,Жүжигчин,1966-03-29 00:00:00,,1966
490,Kar Wai Wong,Найруулагч,2004-03-24 00:00:00,,2004
491,Maggie Cheung,Жүжигчин,1959-11-11 00:00:00,,1959
492,Tony Leung Chiu Wai,Жүжигчин,1948-09-22 00:00:00,,1948
493,Ping Lam Siu,Жүжигчин,1972-03-31 00:00:00,,1972
494,Wayne Wang,Найруулагч,1973-07-21 00:00:00,,1973
495,Russell Wong,Жүжигчин,1983-10-01 00:00:00,,1983
496,Bingbing Li,Жүжигчин,1960-09-15 00:00:00,,1960
497,Hing-Ka Chan,Найруулагч,2003-01-27 00:00:00,,2003
498,Gong Linna,Жүжигчин,1974-05-22 00:00:00,,1974
499,Donnie Yen,Жүжигчин,1958-11-27 00:00:00,,1958
500,Chi-Fung Tang,Жүжигчин,2003-05-19 00:00:00,,2003
501,Wilson Yip,Найруулагч,2001-01-14 00:00:00,,2001
502,Simon Yam,Жүжигчин,1972-12-11 00:00:00,,1972
503,Sammo Hung Kam-Bo,Жүжигчин,1941-08-22 00:00:00,,1941
504,Jin-ho Hur,Найруулагч,1979-05-26 00:00:00,,1979
505,Cecilia Cheung,Жүжигчин,1976-08-23 00:00:00,,1976
506,Ziyi Zhang,Жүжигчин,1949-10-12 00:00:00,,1949
507,Xiaogang Feng,Найруулагч,1981-11-04 00:00:00,,1981
508,Adrien Brody,Жүжигчин,1995-06-30 00:00:00,,1995
509,Tim Robbins,Жүжигчин,1946-12-27 00:00:00,,1946
510,Daoming Chen,Жүжигчин,1987-09-28 00:00:00,,1987
511,Manfred Wong,Найруулагч,1949-04-06 00:00:00,,1949
512,Wai Man Yip,Найруулагч,1989-06-03 00:00:00,,1989
513,Jin Auyeung,Жүжигчин,1967-08-30 00:00:00,,1967
514,Michelle Ye,Жүжигчин,1940-06-05 00:00:00,,1940
515,Daming Chen,Найруулагч,2003-10-09 00:00:00,,2003
516,Andy Lau,Жүжигчин,1950-12-15 00:00:00,,1950
517,Li Gong,Жүжигчин,1979-05-04 00:00:00,,1979
518,Li Yuan,Жүжигчин,1951-12-23 00:00:00,,1951
519,Ronny Yu,Найруулагч,2001-07-31 00:00:00,,2001
520,Ady An,Жүжигчин,1988-09-23 00:00:00,,1988
521,Adam Cheng,Жүжигчин,1993-02-01 00:00:00,,1993
522,Ekin Cheng,Жүжигчин,1968-07-08 00:00:00,,1968
523,Herman Yau,Найруулагч,1970-11-06 00:00:00,,1970
524,Anthony Wong Chau-Sang,Жүжигчин,1981-11-12 00:00:00,,1981
525,Gillian Chung,Жүжигчин,1991-10-18 00:00:00,,1991
526,Jordan Chan,Жүжигчин,1995-11-26 00:00:00,,1995
527,Johnnie To,Найруулагч,1941-03-05 00:00:00,,1941
528,Louis Koo,Жүжигчин,1983-10-18 00:00:00,,1983
529,Honglei Sun,Жүжигчин,1947-03-16 00:00:00,,1947
530,Yi Huang,Жүжигчин,1959-01-02 00:00:00,,1959
531,Daniel Yee Heng Chan,Найруулагч,1994-09-29 00:00:00,,1994
532,Wai-Man Chan,Жүжигчин,1956-07-14 00:00:00,,1956
533,Patrick Tam,Жүжигчин,1992-08-03 00:00:00,,1992
534,Kwok Cheung Tsang,Жүжигчин,1970-07-23 00:00:00,,1970
536,Louis Koo,Жүжигчин,1955-05-10 00:00:00,,1955
537,Ray Lui,Жүжигчин,1962-01-22 00:00:00,,1962
538,Johnnie To,Найруулагч,1975-01-12 00:00:00,,1975
539,Sammi Cheng,Жүжигчин,1990-07-02 00:00:00,,1990
540,Tony Leung,Жүжигчин,1979-12-31 00:00:00,,1979
541,Chiu Wai,Жүжигчин,2001-08-05 00:00:00,,2001
542,Hark Tsui,Найруулагч,1997-04-09 00:00:00,,1997
543,Angelababy,Жүжигчин,1989-09-21 00:00:00,,1989
544,Mark Chao,Жүжигчин,1979-10-22 00:00:00,,1979
545,Kun Chen,Жүжигчин,1959-02-17 00:00:00,,1959
546,Wai-keung Lau,Найруулагч,1967-03-25 00:00:00,,1967
547,Ethan Juan,Жүжигчин,1947-11-06 00:00:00,,1947
548,Purba Ryal,Жүжигчин,1964-09-11 00:00:00,,1964
549,Ming Wong,Найруулагч,2001-02-23 00:00:00,,2001
550,Jet Li,Жүжигчин,1968-02-09 00:00:00,,1968
551,Zhang Wen,Жүжигчин,1947-07-04 00:00:00,,1947
552,Felix Chong,Найруулагч,1983-01-11 00:00:00,,1983
553,Xun Zhou,Жүжигчин,2003-07-14 00:00:00,,2003
554,Chi-Leung Law,Найруулагч,1997-04-03 00:00:00,,1997
555,Xiang Bin,Жүжигчин,1958-02-02 00:00:00,,1958
556,Gang Chen,Жүжигчин,1969-12-16 00:00:00,,1969
557,Wen Jiang,Найруулагч,1975-01-18 00:00:00,,1975
558,You Ge,Жүжигчин,1956-05-10 00:00:00,,1956
559,Benny Chan,Найруулагч,1957-09-25 00:00:00,,1957
560,Ching Wan Lau,Жүжигчин,1955-08-15 00:00:00,,1955
561,Nick Cheung,Жүжигчин,2005-08-23 00:00:00,,2005
562,Clarence Fok Yiu-leung,Найруулагч,1989-03-28 00:00:00,,1989
563,Tian Jing,Жүжигчин,1995-07-01 00:00:00,,1995
564,Andy Onn,Жүжигчин,1993-11-23 00:00:00,,1993
565,Sheng Ding,Найруулагч,2003-04-22 00:00:00,,2003
566,Jackie Chan,Найруулагч,1946-12-12 00:00:00,,1946
567,Ye Liu,Жүжигчин,1998-03-10 00:00:00,,1998
568,Niels Arden Oplev,Найруулагч,1944-05-23 00:00:00,,1944
569,Michael Nyqvist,Жүжигчин,1971-05-18 00:00:00,,1971
570,Noomi Rapace,Жүжигчин,1979-03-27 00:00:00,,1979
571,Lena Endre,Жүжигчин,1963-08-14 00:00:00,,1963
572,Daniel Alfredson,Найруулагч,1949-08-24 00:00:00,,1949
573,Ingmar Bergman,Найруулагч,1952-09-09 00:00:00,,1952
574,Max von Sydow,Жүжигчин,1994-06-06 00:00:00,,1994
575,Birgitta Valberg,Жүжигчин,1961-01-13 00:00:00,,1961
576,Gunnel Lindblom,Жүжигчин,1960-06-25 00:00:00,,1960
577,Mikael Marcimain,Найруулагч,2000-12-10 00:00:00,,2000
578,Sofia Karemyr,Жүжигчин,1949-06-30 00:00:00,,1949
579,Simon J Berger,Жүжигчин,2000-05-29 00:00:00,,2000
580,Josefin Asplund,Жүжигчин,2000-10-13 00:00:00,,2000
581,Prakash Jha,Найруулагч,1979-07-04 00:00:00,,1979
582,Arjun Rampal,Жүжигчин,1950-12-04 00:00:00,,1950
583,Abhay Deol,Жүжигчин,1950-04-15 00:00:00,,1950
584,Karan Johar,Найруулагч,1958-10-16 00:00:00,,1958
585,Sidharth Malhotra,Жүжигчин,1978-02-09 00:00:00,,1978
586,Alia Bhatt,Жүжигчин,1950-02-20 00:00:00,,1950
587,Varun Dhawan,Жүжигчин,1970-01-27 00:00:00,,1970
588,Rajkumar Hirani,Найруулагч,1947-08-16 00:00:00,,1947
589,Aamir Khan,Жүжигчин,1975-08-29 00:00:00,,1975
590,Kareena Kapoor,Жүжигчин,1941-05-24 00:00:00,,1941
591,Madhavan,Жүжигчин,1986-10-18 00:00:00,,1986
592,Farah Khan,Найруулагч,1943-08-28 00:00:00,,1943
593,Shah Rukh Khan,Жүжигчин,1952-11-09 00:00:00,,1952
594,Deepika Padukone,Жүжигчин,1951-07-12 00:00:00,,1951
595,Anurag Singh,Найруулагч,1994-11-05 00:00:00,,1994
596,Diljit Dosanjh,Жүжигчин,1943-07-10 00:00:00,,1943
597,Neeru Bajwa,Жүжигчин,1968-05-01 00:00:00,,1968
598,Ang Lee,Найруулагч,1979-01-06 00:00:00,,1979
599,Suraj Sharma,Жүжигчин,1974-01-21 00:00:00,,1974
600,Yash Chopra,Найруулагч,1984-12-04 00:00:00,,1984
601,Katrina Kaif,Жүжигчин,1993-01-02 00:00:00,,1993
602,Leos Carax,Найруулагч,1965-12-24 00:00:00,,1965
603,Ayako Fujitani,Жүжигчин,1994-08-30 00:00:00,,1994
604,Ryo Kase,Жүжигчин,1960-12-26 00:00:00,,1960
605,Ayumi Ito,Жүжигчин,2004-12-21 00:00:00,,2004
606,Yoji Yamada,Найруулагч,1973-04-19 00:00:00,,1973
607,Hiroyuki Sanada,Жүжигчин,1988-07-30 00:00:00,,1988
608,Rie Miyazawa,Жүжигчин,1997-10-01 00:00:00,,1997
609,Nenji Kobayashi,Жүжигчин,1992-04-25 00:00:00,,1992
610,Yojiro Takita,Найруулагч,1996-03-05 00:00:00,,1996
611,Masahiro Motoki,Жүжигчин,1975-05-30 00:00:00,,1975
612,Tsutomu Yamazaki,Жүжигчин,1942-11-14 00:00:00,,1942
613,Ryôko Hirosue,Жүжигчин,1972-07-17 00:00:00,,1972
614,Takashi Miike,Найруулагч,1951-12-24 00:00:00,,1951
615,Shun Oguri,Жүжигчин,1998-09-06 00:00:00,,1998
616,Kyôsuke Yabe,Жүжигчин,1955-08-17 00:00:00,,1955
617,Meisa Kuroki,Жүжигчин,1955-01-20 00:00:00,,1955
618,Tetsuya Nakashima,Найруулагч,1956-06-16 00:00:00,,1956
619,Takako Matsu,Жүжигчин,1982-05-30 00:00:00,,1982
620,Yoshino Kimura,Жүжигчин,1977-09-13 00:00:00,,1977
621,Masaki Okada,Жүжигчин,2002-08-16 00:00:00,,2002
622,Haruka Ayase,Жүжигчин,1967-06-22 00:00:00,,1967
623,Keisuke Koide,Жүжигчин,1958-08-18 00:00:00,,1958
624,Risa Ai,Жүжигчин,1943-04-02 00:00:00,,1943
625,Shinji Aramaki,Найруулагч,1940-06-19 00:00:00,,1940
626,Steven Foster,Найруулагч,1964-08-28 00:00:00,,1964
627,Ai Kobayashi,Жүжигчин,2001-02-07 00:00:00,,2001
628,Jûrôta Kosugi,Жүжигчин,1974-07-27 00:00:00,,1974
629,Yuki Matsuoka,Жүжигчин,1998-12-22 00:00:00,,1998
630,Akira Kurosawa,Найруулагч,1946-09-17 00:00:00,,1946
631,Tatsuya Nakadai,Жүжигчин,1946-02-27 00:00:00,,1946
632,Akira Terao,Жүжигчин,1995-01-04 00:00:00,,1995
633,Jinpachi Nezu,Жүжигчин,1947-01-17 00:00:00,,1947
634,Kinji Fukasaku,Найруулагч,1943-06-06 00:00:00,,1943
635,Tatsuya Fujiwara,Жүжигчин,1966-09-02 00:00:00,,1966
636,Aki Maeda,Жүжигчин,2001-01-15 00:00:00,,2001
637,Taro Yamamoto,Жүжигчин,1985-07-01 00:00:00,,1985
638,Eiichiro Hasumi,Найруулагч,1946-07-17 00:00:00,,1946
639,Hideaki Ito,Жүжигчин,1995-04-02 00:00:00,,1995
640,Ai Kato,Жүжигчин,1995-09-05 00:00:00,,1995
641,Ryuta Sato,Жүжигчин,1992-11-05 00:00:00,,1992
642,Kenji Uchida,Найруулагч,1999-07-30 00:00:00,,1999
643,Masato Sakai,Жүжигчин,1955-10-31 00:00:00,,1955
644,Teruyuki Kagawa,Жүжигчин,2004-08-26 00:00:00,,2004
645,Masaaki Taniguchi,Найруулагч,1961-03-02 00:00:00,,1961
646,Riisa Naka,Жүжигчин,1992-12-07 00:00:00,,1992
647,Akiyoshi Nakao,Жүжигчин,1978-03-28 00:00:00,,1978
648,Hiromasa Yonebayashi,Найруулагч,1991-06-12 00:00:00,,1991
649,Bridgit Mendler,Жүжигчин,1981-06-08 00:00:00,,1981
650,Amy Poehler,Жүжигчин,1982-05-28 00:00:00,,1982
651,Will Arnett,Жүжигчин,1980-09-03 00:00:00,,1980
652,Бүтээмжийн Түмэнжаргал,Найруулагч,1970-02-06 00:00:00,,1970
653,Төрмөнхийн Карма,Жүжигчин,1991-06-01 00:00:00,Төрмөнх овогтой Карма (2013) СТА,1991
654,Бат-Өлзийн Баатар,Найруулагч,1979-01-20 00:00:00,Бат-Өлзий овогтой Баатар,1979
655,Борхүүгийн Амархүү,Жүжигчин,1987-07-01 00:00:00,Борхүү овогтой Амархүү,1987
656,Дагважамцын Батсүх,Жүжигчин,1977-10-15 00:00:00,Дагважамц овогтой Батсүх Номин Талст хамтлагийн дуучин СТА,1977
657,Ганболдын Эрдэнэбилэг,Найруулагч,1977-10-03 00:00:00,Эби хэмээх Ганболд овогтой Эрдэнэбилэг СТА,1977
658,Энхтайваны Батхүү,Найруулагч,1988-10-11 00:00:00,Энхтайван овогтой Батхүү СТА,1988
659,Доржсүрэнгийн Болд,Дуучин,1978-11-16 00:00:00,Доржсүрэн овогтой Болд (2011) Монгол Улсын Төрийн Соёрхолт,1978
660,Чоймпогийн Ундрал,Жүжигчин,1982-05-05 00:00:00,Чоймпог овогтой Ундрал СТА,1982
661,Нямдаваагийн Бадрал,Жүжигчин,1948-11-17 00:00:00,Нямдаваа овогтой Бадрал,1948
662,Сэрчмаагийн Пүрэвмаа,Жүжигчин,1994-07-09 00:00:00,Сэрчмаа овогтой Пүрэвмаа,1994
663,Ганболдын Анхбаяр,Найруулагч,1975-05-19 00:00:00,Ганболд овогтой Анхбаяр,1975
664,Ганхуягийн Анхмаа,Жүжигчин,1961-04-28 00:00:00,Ганхуяг овогтой Анхмаа. Гурван охин хамтлагийн дуучин,1961
665,Төмөрбаатарын Билэгжаргал,Найруулагч,1985-07-27 00:00:00,Төмөрбаатар овогтой Билэгжаргал,1985
666,Бадраагийн Бадрууган,Найруулагч,1973-12-09 00:00:00,Бадраа овогтой Бадрууган,1973
667,Жамсранжавын Амарзаяа,Жүжигчин,2003-10-28 00:00:00,Жамсранжав овогтой Амарзаяа СТА,2003
668,С Золбоот,Жүжигчин,1996-08-07 00:00:00,Бүгд,1996
669,Жамсрангийн Сүххуяг,Жүжигчин,1995-01-09 00:00:00,Жамсран овогтой Сүххуяг (1959 - 2020/10/05) (2009) МУГЖ - Монгол Улсын Гавьяат Жүжигчин,1995
671,Э Цэрэндорж,Жүжигчин,1970-07-18 00:00:00,Бүгд,1970
674,Б Лхагвасүрэн,Жүжигчин,1991-10-03 00:00:00,Бүгд,1991
675,Д Нинжбадгар,Найруулагч,1965-06-01 00:00:00,Бүгд,1965
676,Wes Studi,Жүжигчин,1985-04-15 00:00:00,,1985
677,Э Баяржаргал,Жүжигчин,1982-03-18 00:00:00,Бүгд,1982
678,М Анхбаяр,Жүжигчин,1956-06-26 00:00:00,Бүгд,1956
679,Б Туул,Найруулагч,1957-08-02 00:00:00,Бүгд,1957
680,Б Мөнхболд,Жүжигчин,1944-01-13 00:00:00,Бүгд,1944
681,Д Очсүрэн,Жүжигчин,1949-03-23 00:00:00,Бүгд,1949
682,Ц Биндэр,Жүжигчин,1968-08-14 00:00:00,Бүгд,1968
683,Батмөнхийн Тэлмэн,Жүжигчин,1971-07-17 00:00:00,Батмөнх овогтой Тэлмэн,1971
684,Батмөнхийн Болдбаатар,Найруулагч,1950-11-24 00:00:00,Батмөнхийн Болдбаатар СТА,1950
685,Амарсанаагийн Баттүшиг,Найруулагч,1981-10-03 00:00:00,1.  2002 онд Соёлын тэргүүний ажилтан цол,1981
686,Бадрахын Баттогтох,Жүжигчин,1989-11-30 00:00:00,Төгссөн сургууль:,1989
688,Сүхбаатарын Батзориг,Продюсер,1967-07-07 00:00:00,Бүгд,1967
689,Төрбатын Бархүү,Жүжигчин,1981-09-27 00:00:00,Төрбат овогтой Бархүү СТА,1981
690,Батжаргалын Хулан,Жүжигчин,1979-11-16 00:00:00,Батжаргал овогтой Хулан (2004/08/15) СТА,1979
692,Намсрайн Ялалт,Жүжигчин,1955-05-08 00:00:00,Намсрай овогтой Ялалт СТА,1955
693,Пүрэвдоржийн Дэлгэрбаяр,Найруулагч,1978-09-30 00:00:00,Пүрэвдорж овогтой Дэлгэрбаяр,1978
694,Дашсамбуугийн Лхагва,Найруулагч,1962-04-28 00:00:00,Дашсамбуу овогтой Лхагва СТА Guys хамтлагийн дуучин,1962
695,Доржийн Пүрэвсүрэн,Жүжигчин,1964-04-03 00:00:00,"Дорж овогтой Пүрэвсүрэн Топ модел, СТА",1964
696,Гочоодоржийн Амгаланбаатар,Жүжигчин,1978-02-28 00:00:00,Гочоодорж овогтой Амгаланбаатар СТА,1978
697,Баатарчулууны Гэрэлчулуун,Жүжигчин,1973-05-02 00:00:00,Баатарчулуун овогтой Гэрэлчулуун,1973
698,Л Хүлгэн,Жүжигчин,1964-03-07 00:00:00,Бүгд,1964
700,Lisa Kudrow,Жүжигчин,1988-08-21 00:00:00,,1988
702,Гараажавын Отгонцэцэг,Жүжигчин,1983-03-04 00:00:00,Гараажав овогтой Отгонцэцэг СТА,1983
703,Алдарцогтын Орхонтуул,Жүжигчин,1961-08-12 00:00:00,Бүгд,1961
704,Дамбын Баярсайхан,Найруулагч,1968-08-20 00:00:00,Дамба овогтой Баярсайхан,1968
706,Энхжаргалын Мөнхтөр,Жүжигчин,1965-01-16 00:00:00,Энхжаргал овогтой Мөнхтөр СТА,1965
707,Бямбажавын Батзаяа,Жүжигчин,1952-01-27 00:00:00,Бямбажав овогтой Батзаяа,1952
708,Пүрэв-Очирын Шүүдэрцэцэг,Жүжигчин,1985-04-05 00:00:00,Пүрэв-Очир овогтой Шүүдэрцэцэг,1985
